Nome,Tipo,Área m2,Preço R$,quartos,suites,vagas
"SQSW 102 Bloco B, SUDOESTE, BRASILIA",Aluguel Loja 25 m²,25 m²,"R$  1.800
Valor m² R$  72",0,0,0
"SCS Quadra 04 Bloco A Lote 219/237, ASA SUL, BRASILIA",Aluguel Sala 709 m²,709 m²,"R$  0
Valor m² R$ 0",0,0,0
"SCN Quadra 02 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 64 m²,64 m²,"R$  4.200
Valor m² R$  65",0,0,0
"SQN 304 Bloco F, ASA NORTE, BRASILIA",Aluguel Apartamento 205 m²,205 m²,"R$  9.500
Valor m² R$  46",3,1,0
"SHDB QL 32 Conjunto 17, LAGO SUL, BRASILIA",Aluguel Casa Condominio 500 m²,500 m²,"R$  6.500
Valor m² R$  13",2,2,3
"SHIGS 711, ASA SUL, BRASILIA",Aluguel Casa 100 m²,100 m²,"R$  4.500
Valor m² R$  45",4,0,0
"Condomínio Santa Felicidade, JARDIM BOTANICO, BRASILIA",Aluguel Loja 39 m²,39 m²,"R$  7.500
Valor m² R$  192",0,0,0
"SHN Quadra 1, ASA NORTE, BRASILIA",Aluguel Sala 28 m²,28 m²,"R$  1.500
Valor m² R$  53",0,0,0
"SAUS Quadra 3, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  1.000
Valor m² R$  37",0,0,0
"SCRN 706/707 Bloco A, ASA NORTE, BRASILIA",Aluguel Loja 220 m²,220 m²,"R$  15.000
Valor m² R$  68",0,0,0
"SEPS 712/912 Lote B, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  750
Valor m² R$  22",0,0,0
"Condomínio San Diego, JARDIM BOTANICO, BRASILIA",Aluguel Sala 45 m²,45 m²,"R$  1.550
Valor m² R$  34",0,0,0
"SBS Quadra 02 Bloco S Lote 01, ASA SUL, BRASILIA",Aluguel Sala 60 m²,60 m²,"R$  1.600
Valor m² R$  26",0,0,0
"QMSW 2 Bloco A, SUDOESTE, BRASILIA",Aluguel Kitnet 28 m²,28 m²,"R$  1.000
Valor m² R$  35",0,1,0
"SMAS Trecho 1 C, PARK SUL, BRASILIA",Aluguel Apartamento 77 m²,77 m²,"R$  5.800
Valor m² R$  74",2,1,2
"SHIGS 709 Bloco N, ASA SUL, BRASILIA",Aluguel Casa Condominio 240 m²,240 m²,"R$  10.500
Valor m² R$  43",4,2,5
"SQN 216 Bloco G, ASA NORTE, BRASILIA",Aluguel Apartamento 45 m²,45 m²,"R$  2.700
Valor m² R$  60",0,0,0
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  700
Valor m² R$  23",0,0,0
"SMPW Quadra 9 Conjunto 2, PARK WAY, BRASILIA",Aluguel Apartamento 210 m²,210 m²,"R$  5.000
Valor m² R$  23",3,2,2
"SHIS QI 25 Conjunto 4, LAGO SUL, BRASILIA",Aluguel Casa 906 m²,906 m²,"R$  35.000
Valor m² R$  38",4,0,0
"SDN Lote Único, ASA NORTE, BRASILIA",Aluguel Loja 246 m²,246 m²,"R$  110.000
Valor m² R$  445",0,0,0
"SCS Quadra 04 Bloco A Lote 94, ASA SUL, BRASILIA",Aluguel Prédio 456 m²,456 m²,"R$  6.500
Valor m² R$  14",0,0,0
"SGAS 915, ASA SUL, BRASILIA",Aluguel Sala 166 m²,166 m²,"R$  12.000
Valor m² R$  72",0,0,0
"SHIN QI 5, LAGO NORTE, BRASILIA",Aluguel Casa 750 m²,750 m²,"R$  20.000
Valor m² R$  26",5,5,0
"SQS 314, ASA SUL, BRASILIA",Aluguel Apartamento 233 m²,233 m²,"R$  14.800
Valor m² R$  63",4,1,2
"SCRN 716 Bloco A, ASA NORTE, BRASILIA",Aluguel Apartamento 46 m²,46 m²,"R$  3.000
Valor m² R$  65",0,1,0
"SHLS Bloco L, ASA SUL, BRASILIA",Aluguel Sala 100 m²,100 m²,"R$  9.000
Valor m² R$  90",0,0,2
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 42 m²,42 m²,"R$  4.000
Valor m² R$  95",0,0,0
"SGCV Lote 27, PARK SUL, BRASILIA",Aluguel Apartamento 70 m²,70 m²,"R$  5.900
Valor m² R$  84",2,2,0
"SEPN 504 Bloco C Lote Único, ASA NORTE, BRASILIA",Aluguel Sala 70 m²,70 m²,"R$  1.500
Valor m² R$  21",0,0,0
"Condomínio Jardim Botânico VI, JARDIM BOTANICO, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  1.225
Valor m² R$  40",0,0,0
"CLN 209 Bloco D, ASA NORTE, BRASILIA",Aluguel Kitnet 52 m²,52 m²,"R$  1.750
Valor m² R$  33",0,0,0
"SQS 412 Bloco N, ASA SUL, BRASILIA",Aluguel Apartamento 50 m²,50 m²,"R$  2.500
Valor m² R$  50",2,0,0
"SCRN 704/705 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 165 m²,165 m²,"R$  5.500
Valor m² R$  33",0,0,0
"SHTN Trecho 1, ASA NORTE, BRASILIA",Aluguel Apartamento 53 m²,53 m²,"R$  5.690
Valor m² R$  107",0,0,0
"CRNW 509 Bloco B Lote 2, NOROESTE, BRASILIA",Aluguel Sala 31 m²,31 m²,"R$  2.800
Valor m² R$  90",0,0,0
"SHLS Bloco L, ASA SUL, BRASILIA",Aluguel Sala 38 m²,38 m²,"R$  900
Valor m² R$  23",0,0,0
"SMLN MI Trecho 07, LAGO NORTE, BRASILIA",Aluguel Casa Condominio 400 m²,400 m²,"R$  4.100
Valor m² R$  10",4,1,2
"QMSW 5 Lote 3 Bloco E, SUDOESTE, BRASILIA",Aluguel Apartamento 28 m²,28 m²,"R$  2.350
Valor m² R$  83",0,1,0
"SGAS 915, ASA SUL, BRASILIA",Aluguel Loja 12 m²,12 m²,"R$  300
Valor m² R$  25",0,0,0
"SCRN 712/713 Bloco C, ASA NORTE, BRASILIA",Aluguel Kitnet 35 m²,35 m²,"R$  2.300
Valor m² R$  65",0,0,0
"SEPS 707/907, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  1.650
Valor m² R$  50",0,0,0
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",Aluguel Sala 35 m²,35 m²,"R$  1.200
Valor m² R$  33",0,0,0
"SHIS QI 29, LAGO SUL, BRASILIA",Aluguel Casa 800 m²,800 m²,"R$  10.900
Valor m² R$  13",4,2,4
"SEPS 705/905, ASA SUL, BRASILIA",Aluguel Sala 72 m²,72 m²,"R$  3.000
Valor m² R$  41",0,0,0
"CLN 309 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  1.100
Valor m² R$  40",0,0,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 814 m²,814 m²,"R$  65.000
Valor m² R$  79",0,0,15
"SDS Bloco L Lote 30, ASA SUL, BRASILIA",Aluguel Loja 25 m²,25 m²,"R$  2.600
Valor m² R$  103",0,0,0
"CLNW 10/11 Lote H, NOROESTE, BRASILIA",Aluguel Loja 60 m²,60 m²,"R$  7.500
Valor m² R$  123",0,0,0
"SIG Quadra 1, SIG, BRASILIA",Aluguel Sala 37 m²,37 m²,"R$  2.200
Valor m² R$  59",0,0,0
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",Aluguel Casa 350 m²,350 m²,"R$  13.900
Valor m² R$  39",5,4,2
"SHIS QI 21 Bloco E, LAGO SUL, BRASILIA",Aluguel Loja 170 m²,170 m²,"R$  11.900
Valor m² R$  70",0,0,0
"SCS Quadra 01 Bloco E Lote 30, ASA SUL, BRASILIA",Aluguel Sala 24 m²,24 m²,"R$  500
Valor m² R$  20",0,0,0
"SQN 202 Bloco A, ASA NORTE, BRASILIA",Aluguel Apartamento 169 m²,169 m²,"R$  12.000
Valor m² R$  71",3,1,0
"SGCV Lote 19, PARK SUL, BRASILIA",Aluguel Apartamento 157 m²,157 m²,"R$  14.900
Valor m² R$  94",3,3,3
"SRTVS Bloco K, ASA SUL, BRASILIA",Aluguel Sala 38 m²,38 m²,"R$  1.350
Valor m² R$  35",0,0,0
"SAUS Quadra 4, ASA SUL, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  200
Valor m² R$  16",0,0,0
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",Aluguel Sala 75 m²,75 m²,"R$  3.000
Valor m² R$  40",0,0,0
"CLN 307, ASA NORTE, BRASILIA",Aluguel Loja 55 m²,55 m²,"R$  4.000
Valor m² R$  72",0,0,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 398 m²,398 m²,"R$  22.250
Valor m² R$  55",0,0,0
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  900
Valor m² R$  26",0,0,0
"SQN 206, ASA NORTE, BRASILIA",Aluguel Apartamento 120 m²,120 m²,"R$  8.000
Valor m² R$  66",3,1,0
"SQS 312 Bloco G, ASA SUL, BRASILIA",Aluguel Apartamento 96 m²,96 m²,"R$  5.600
Valor m² R$  58",3,1,0
"SQNW 103 Bloco I, NOROESTE, BRASILIA",Aluguel Apartamento 247 m²,247 m²,"R$  12.000
Valor m² R$  48",3,2,2
"SHIS QI 13, LAGO SUL, BRASILIA",Aluguel Casa 1258 m²,1258 m²,"R$  52.000
Valor m² R$  41",5,5,3
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  700
Valor m² R$  20",0,0,0
"SQN 112 Bloco I, ASA NORTE, BRASILIA",Aluguel Apartamento 131 m²,131 m²,"R$  5.200
Valor m² R$  39",2,0,0
"SCS Quadra 2, ASA SUL, BRASILIA",Aluguel Sala 89 m²,89 m²,"R$  1.950
Valor m² R$  21",0,0,0
"CLSW 301, SUDOESTE, BRASILIA",Aluguel Loja 372 m²,372 m²,"R$  39.000
Valor m² R$  104",0,0,0
"QRSW 7, SUDOESTE, BRASILIA",Aluguel Loja 26 m²,26 m²,"R$  1.100
Valor m² R$  42",0,0,0
"SHCSW CHSW Blocos 3/4/5, SUDOESTE, BRASILIA",Aluguel Loja 68 m²,68 m²,"R$  10.000
Valor m² R$  147",0,0,0
"SHIS QI 3 Conjunto 4, LAGO SUL, BRASILIA",Aluguel Casa 256 m²,256 m²,"R$  12.000
Valor m² R$  46",3,1,0
"Quadra QC 12, JARDINS MANGUEIRAL, BRASILIA",Aluguel Casa 75 m²,75 m²,"R$  3.400
Valor m² R$  45",2,0,2
"CLNW 4/5 Lote H, NOROESTE, BRASILIA",Aluguel Loja 44 m²,44 m²,"R$  10.526
Valor m² R$  239",0,0,0
"CLS 413 Bloco B, ASA SUL, BRASILIA",Aluguel Loja 70 m²,70 m²,"R$  2.800
Valor m² R$  40",0,0,0
"SBS Quadra 02 Bloco S Lote 01, ASA SUL, BRASILIA",Aluguel Sala 29 m²,29 m²,"R$  2.000
Valor m² R$  68",0,0,0
"CLNW 2/3 Lote K, NOROESTE, BRASILIA",Aluguel Apartamento 64 m²,64 m²,"R$  5.760
Valor m² R$  90",2,1,0
"Quadra 8 Conjunto B, JARDIM BOTANICO, BRASILIA",Aluguel Casa 520 m²,520 m²,"R$  12.000
Valor m² R$  23",4,4,4
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 75 m²,75 m²,"R$  4.975
Valor m² R$  66",0,0,2
"CA 01, LAGO NORTE, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  1.000
Valor m² R$  37",0,0,0
"SQN 202 Bloco C, ASA NORTE, BRASILIA",Aluguel Apartamento 190 m²,190 m²,"R$  5.800
Valor m² R$  30",4,1,0
"SCN Quadra 02 Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 491 m²,491 m²,"R$  33.930
Valor m² R$  69",0,0,11
"CLN 314 Bloco A, ASA NORTE, BRASILIA",Aluguel Kitnet 32 m²,32 m²,"R$  1.100
Valor m² R$  34",0,0,0
"SHTN Trecho 2, ASA NORTE, BRASILIA",Aluguel Hotel Flat 31 m²,31 m²,"R$  4.900
Valor m² R$  158",0,0,0
"EQSW 303/304, SUDOESTE, BRASILIA",Aluguel Lote/Terreno/Área 3200 m²,3200 m²,"R$  95.000
Valor m² R$ 0",0,0,0
"SQSW 103, SUDOESTE, BRASILIA",Aluguel Apartamento 219 m²,219 m²,"R$  13.900
Valor m² R$  63",4,3,2
"SCS Quadra 7, ASA SUL, BRASILIA",Aluguel Sala 55 m²,55 m²,"R$  2.300
Valor m² R$  41",0,0,0
"SQS 408, ASA SUL, BRASILIA",Aluguel Apartamento 60 m²,60 m²,"R$  6.500
Valor m² R$  108",2,1,0
"CLSW 104 Bloco C, SUDOESTE, BRASILIA",Aluguel Loja 38 m²,38 m²,"R$  4.500
Valor m² R$  118",0,0,0
"SCS Quadra 9, ASA SUL, BRASILIA",Aluguel Loja 134 m²,134 m²,"R$  53.800
Valor m² R$  401",0,0,0
"SGCV Lote 27, PARK SUL, BRASILIA",Aluguel Apartamento 63 m²,63 m²,"R$  4.900
Valor m² R$  77",2,1,0
"SCLRN 707 Bloco E, ASA NORTE, BRASILIA",Aluguel Apartamento 45 m²,45 m²,"R$  1.350
Valor m² R$  30",2,0,0
"SQSW 504, SUDOESTE, BRASILIA",Aluguel Apartamento 70 m²,70 m²,"R$  3.500
Valor m² R$  50",2,2,0
"SQS 203 Bloco I, ASA SUL, BRASILIA",Aluguel Apartamento 187 m²,187 m²,"R$  9.000
Valor m² R$  48",3,1,0
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  1.000
Valor m² R$  29",0,0,0
"SBS Quadra 02 Bloco L, ASA SUL, BRASILIA",Aluguel Prédio 4063 m²,4063 m²,"R$  203.150
Valor m² R$  50",0,0,0
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 41 m²,41 m²,"R$  3.400
Valor m² R$  82",0,1,0
"Avenida do Sol, JARDIM BOTANICO, BRASILIA",Aluguel Casa 300 m²,300 m²,"R$  2.800
Valor m² R$  9",3,1,0
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 225 m²,225 m²,"R$  14.925
Valor m² R$  66",0,0,6
"SEPS 710/910, ASA SUL, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  260
Valor m² R$  21",0,0,0
"SRTVS, ASA SUL, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  800
Valor m² R$  23",0,0,0
"SHN Quadra 1 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 39 m²,39 m²,"R$  1.400
Valor m² R$  35",0,0,0
"SQN 314, ASA NORTE, BRASILIA",Aluguel Apartamento 74 m²,74 m²,"R$  3.900
Valor m² R$  52",2,0,0
"SCS Quadra 5, ASA SUL, BRASILIA",Aluguel Prédio 900 m²,900 m²,"R$  65.000
Valor m² R$  72",0,0,0
"SCLRN 707 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 97 m²,97 m²,"R$  2.400
Valor m² R$  24",0,0,0
"SHDB QL 32 Comércio Local Bloco A, LAGO SUL, BRASILIA",Aluguel Casa 650 m²,650 m²,"R$  14.000
Valor m² R$  21",12,0,14
"SRTVS Conjunto L Lote 38, ASA SUL, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  494
Valor m² R$  15",0,0,0
"SQN 310, ASA NORTE, BRASILIA",Aluguel Apartamento 126 m²,126 m²,"R$  12.500
Valor m² R$  99",4,1,2
"SHTN Trecho 1, ASA NORTE, BRASILIA",Aluguel Apartamento 54 m²,54 m²,"R$  5.050
Valor m² R$  93",0,0,0
"SHLS, ASA SUL, BRASILIA",Aluguel Sala 43 m²,43 m²,"R$  3.000
Valor m² R$  69",0,0,0
"SCN Quadra 01 Bloco E, ASA NORTE, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  700
Valor m² R$  21",0,0,0
"SQN 216 Bloco D, ASA NORTE, BRASILIA",Aluguel Apartamento 70 m²,70 m²,"R$  5.500
Valor m² R$  78",2,1,0
"SRTVN Lote P, ASA NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  650
Valor m² R$  21",0,0,0
"SQSW 300 Bloco A, SUDOESTE, BRASILIA",Aluguel Apartamento 560 m²,560 m²,"R$  30.000
Valor m² R$  53",4,4,4
"SMPW Quadra 1, PARK WAY, BRASILIA",Aluguel Casa 557 m²,557 m²,"R$  9.500
Valor m² R$  17",5,4,4
"CLN 215 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  1.100
Valor m² R$  32",0,0,0
"SHIS QI 11 Bloco N, LAGO SUL, BRASILIA",Aluguel Loja 139 m²,139 m²,"R$  6.700
Valor m² R$  48",0,0,0
"SHN Quadra 1 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 12 m²,12 m²,"R$  299
Valor m² R$  24",0,0,0
"SBN Quadra 2, ASA NORTE, BRASILIA",Aluguel Loja 81 m²,81 m²,"R$  2.800
Valor m² R$  34",0,0,0
"CLN 201, ASA NORTE, BRASILIA",Aluguel Sala 47 m²,47 m²,"R$  2.100
Valor m² R$  44",0,0,0
"SHIGS 707 Bloco P, ASA SUL, BRASILIA",Aluguel Casa 119 m²,119 m²,"R$  5.500
Valor m² R$  46",3,0,2
"SAUS Quadra 04 Lote 9/10, ASA SUL, BRASILIA",Aluguel Sala 60 m²,60 m²,"R$  2.500
Valor m² R$  41",0,0,2
"SEPN 509 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 60 m²,60 m²,"R$  1.600
Valor m² R$  26",0,0,0
"SQS 208 Bloco C, ASA SUL, BRASILIA",Aluguel Apartamento 150 m²,150 m²,"R$  5.700
Valor m² R$  38",3,1,0
"SEPS 712/912, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  700
Valor m² R$  21",0,0,0
"Condomínio Jardim Botânico V, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 352 m²,352 m²,"R$  4.400
Valor m² R$  12",4,1,2
"SCN Quadra 01 Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 362 m²,362 m²,"R$  21.762
Valor m² R$  60",0,0,8
"SHLS Blocos A AO F, ASA SUL, BRASILIA",Aluguel Sala 100 m²,100 m²,"R$  9.000
Valor m² R$  90",0,0,0
"SRTVS Bloco E LoteS 1/3, ASA SUL, BRASILIA",Aluguel Sala 90 m²,90 m²,"R$  2.200
Valor m² R$  24",0,0,2
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 41 m²,41 m²,"R$  3.100
Valor m² R$  75",0,1,0
"SCN Quadra 2, ASA NORTE, BRASILIA",Aluguel Sala 279 m²,279 m²,"R$  18.000
Valor m² R$  64",0,0,0
"SQN 210 Bloco B, ASA NORTE, BRASILIA",Aluguel Apartamento 50 m²,50 m²,"R$  3.490
Valor m² R$  69",0,1,0
"SCLRN 708 Bloco D, ASA NORTE, BRASILIA",Aluguel Apartamento 41 m²,41 m²,"R$  1.900
Valor m² R$  46",0,0,0
"SQNW 107 Bloco G, NOROESTE, BRASILIA",Aluguel Apartamento 218 m²,218 m²,"R$  23.000
Valor m² R$  105",3,3,4
"SAUS Quadra 4, ASA SUL, BRASILIA",Aluguel Sala 27 m²,27 m²,"R$  950
Valor m² R$  35",0,0,0
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",Aluguel Garagem 22 m²,22 m²,"R$  380
Valor m² R$  17",0,0,0
"EQS 114/115, ASA SUL, BRASILIA",Aluguel Loja 41 m²,41 m²,"R$  3.800
Valor m² R$  92",0,0,0
"QRSW 8 Bloco A 1, SUDOESTE, BRASILIA",Aluguel Apartamento 41 m²,41 m²,"R$  1.800
Valor m² R$  43",0,0,0
"SHS Quadra 6 Conjunto A Bloco C, ASA SUL, BRASILIA",Aluguel Loja 33 m²,33 m²,"R$  2.000
Valor m² R$  60",0,0,0
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",Aluguel Loja 60 m²,60 m²,"R$  2.500
Valor m² R$  41",0,0,0
"SHCGN 710 Bloco E, ASA NORTE, BRASILIA",Aluguel Loja 150 m²,150 m²,"R$  7.200
Valor m² R$  48",0,0,5
"Ville de Montagne, JARDIM BOTANICO, BRASILIA",Aluguel Casa 560 m²,560 m²,"R$  9.500
Valor m² R$  16",4,4,2
"SCRN 710/711 Bloco A, ASA NORTE, BRASILIA",Aluguel Sala 1911 m²,1911 m²,"R$  70.000
Valor m² R$  36",0,0,0
"SQN 211 Bloco B, ASA NORTE, BRASILIA",Aluguel Apartamento 100 m²,100 m²,"R$  5.250
Valor m² R$  52",3,1,0
"SHCGN 703 Bloco G, ASA NORTE, BRASILIA",Aluguel Apartamento 45 m²,45 m²,"R$  3.000
Valor m² R$  66",2,0,0
"SCS Quadra 04 Bloco A Lote 156, ASA SUL, BRASILIA",Aluguel Sala 235 m²,235 m²,"R$  100
Valor m² R$  0",0,0,0
"SQN 202 Bloco A, ASA NORTE, BRASILIA",Aluguel Apartamento 160 m²,160 m²,"R$  6.000
Valor m² R$  37",3,1,0
"SIG Quadra 1, SIG, BRASILIA",Aluguel Garagem 12 m²,12 m²,"R$  200
Valor m² R$  16",0,0,0
"CLN 207 Bloco C, ASA NORTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  990
Valor m² R$  33",0,0,0
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",Aluguel Sala 100 m²,100 m²,"R$  6.800
Valor m² R$  68",0,0,0
"SQN 416, ASA NORTE, BRASILIA",Aluguel Apartamento 62 m²,62 m²,"R$  3.600
Valor m² R$  58",2,1,0
"SQN 215 Bloco F, ASA NORTE, BRASILIA",Aluguel Apartamento 67 m²,67 m²,"R$  3.800
Valor m² R$  56",2,0,0
"SIG Quadra 4, SIG, BRASILIA",Aluguel Sala 38 m²,38 m²,"R$  1.100
Valor m² R$  28",0,0,0
"SCS Quadra 2, ASA SUL, BRASILIA",Aluguel Sala 108 m²,108 m²,"R$  2.300
Valor m² R$  21",0,0,0
"SQN 302 Bloco B, ASA NORTE, BRASILIA",Aluguel Kitnet 30 m²,30 m²,"R$  1.300
Valor m² R$  43",0,0,0
"CLS 309 Bloco C, ASA SUL, BRASILIA",Aluguel Loja 70 m²,70 m²,"R$  6.500
Valor m² R$  92",0,0,0
"SHIGS 712 Bloco A, ASA SUL, BRASILIA",Aluguel Casa 120 m²,120 m²,"R$  4.300
Valor m² R$  35",3,0,0
"QC 15 Rua H, JARDINS MANGUEIRAL, BRASILIA",Aluguel Apartamento 47 m²,47 m²,"R$  2.350
Valor m² R$  50",2,0,0
"SMDB Conjunto 16, LAGO SUL, BRASILIA",Aluguel Casa 470 m²,470 m²,"R$  23.500
Valor m² R$  50",4,4,0
"SEPS 710/910, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  1.300
Valor m² R$  39",0,0,0
"CRS 514 Bloco C, ASA SUL, BRASILIA",Aluguel Prédio 364 m²,364 m²,"R$  25.000
Valor m² R$  68",0,0,10
"SCES Trecho 4, ASA SUL, BRASILIA",Aluguel Apartamento 39 m²,39 m²,"R$  4.000
Valor m² R$  100",0,0,0
"SBS Quadra 02 Bloco S Lote 01, ASA SUL, BRASILIA",Aluguel Sala 255 m²,255 m²,"R$  12.000
Valor m² R$  47",0,0,2
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 38 m²,38 m²,"R$  2.485
Valor m² R$  64",0,0,0
"SRTVS Conjunto D Blocos A, B E C Lote 05, ASA SUL, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  1.200
Valor m² R$  36",0,0,0
"SCLRN 710 Bloco C, ASA NORTE, BRASILIA",Aluguel Apartamento 29 m²,29 m²,"R$  1.300
Valor m² R$  44",0,0,0
"SHTN Trecho 1, ASA NORTE, BRASILIA",Aluguel Hotel Flat 37 m²,37 m²,"R$  4.194
Valor m² R$  113",0,0,0
"SQS 310 Bloco D, ASA SUL, BRASILIA",Aluguel Apartamento 35 m²,35 m²,"R$  2.370
Valor m² R$  67",0,0,0
"SHIS QI 11 Bloco N, LAGO SUL, BRASILIA",Aluguel Apartamento 48 m²,48 m²,"R$  4.600
Valor m² R$  95",0,0,0
"CLN 112 Bloco D, ASA NORTE, BRASILIA",Aluguel Sala 36 m²,36 m²,"R$  1.300
Valor m² R$  36",0,0,0
"CLN 302 Bloco C, ASA NORTE, BRASILIA",Aluguel Sala 30 m²,30 m²,"R$  1.000
Valor m² R$  33",0,0,0
"SHS Quadra 06 Conjunto A Bloco D, ASA SUL, BRASILIA",Aluguel Loja 184 m²,184 m²,"R$  22.191
Valor m² R$  120",0,0,0
"SQS 304 Bloco G, ASA SUL, BRASILIA",Aluguel Apartamento 140 m²,140 m²,"R$  5.300
Valor m² R$  37",2,1,0
"SCN Quadra 01 Bloco C, ASA NORTE, BRASILIA",Aluguel Loja 42 m²,42 m²,"R$  2.378
Valor m² R$  56",0,0,0
"SCN Quadra 01 Bloco F, ASA NORTE, BRASILIA",Aluguel Sala 33 m²,33 m²,"R$  1.300
Valor m² R$  39",0,0,0
"SHIS QI 13, LAGO SUL, BRASILIA",Aluguel Casa 540 m²,540 m²,"R$  30.000
Valor m² R$  55",4,2,3
"SHDB QL 32 Conjunto 10, LAGO SUL, BRASILIA",Aluguel Casa Condominio 400 m²,400 m²,"R$  10.500
Valor m² R$  26",6,6,5
"Condomínio Belvedere Green, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 445 m²,445 m²,"R$  5.800
Valor m² R$  13",3,3,2
"SHIS QI 23 Bloco B, LAGO SUL, BRASILIA",Aluguel Loja 67 m²,67 m²,"R$  3.500
Valor m² R$  52",0,0,0
"SCS Quadra 01 Bloco B Lote 16/18, ASA SUL, BRASILIA",Aluguel Loja 218 m²,218 m²,"R$  5.000
Valor m² R$  22",0,0,0
"Quadra 2 Bloco F, ASA NORTE, BRASILIA",Aluguel Sala 32 m²,32 m²,"R$  1.590
Valor m² R$  49",0,0,0
"Condomínio Estancia Quintas da Alvorada, JARDIM BOTANICO, BRASILIA",Aluguel Casa Condominio 300 m²,300 m²,"R$  15.000
Valor m² R$  50",3,3,2
"Condomínio Morada de Deus, JARDIM BOTANICO, BRASILIA",Aluguel Casa 230 m²,230 m²,"R$  6.900
Valor m² R$  30",4,2,0
"SCN Quadra 04 Bloco B, ASA NORTE, BRASILIA",Aluguel Sala 321 m²,321 m²,"R$  19.000
Valor m² R$  59",0,0,3
"SCS Quadra 01 Bloco E Lote 30, ASA SUL, BRASILIA",Aluguel Sala 75 m²,75 m²,"R$  450
Valor m² R$  6",0,0,0
"CA 05, LAGO NORTE, BRASILIA",Aluguel Loja 90 m²,90 m²,"R$  4.500
Valor m² R$  50",0,0,0
"SCS Quadra 04 Bloco A Lote 169, ASA SUL, BRASILIA",Aluguel Sala 430 m²,430 m²,"R$  6.000
Valor m² R$  13",0,0,0
"SEPN 509 Bloco D, ASA NORTE, BRASILIA",Aluguel Loja 125 m²,125 m²,"R$  3.600
Valor m² R$  28",0,0,0
"SRTVN Bloco C Conjunto, ASA NORTE, BRASILIA",Aluguel Sala 34 m²,34 m²,"R$  900
Valor m² R$  26",0,0,0
"CLN 410 Bloco C, ASA NORTE, BRASILIA",Aluguel Apartamento 35 m²,35 m²,"R$  1.300
Valor m² R$  37",0,0,0
"SCS Quadra 7, ASA SUL, BRASILIA",Aluguel Sala 55 m²,55 m²,"R$  2.200
Valor m² R$  40",0,0,0
"SGAN 912 Módulo D, ASA NORTE, BRASILIA",Aluguel Kitnet 25 m²,25 m²,"R$  1.300
Valor m² R$  52",0,0,0
